criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SPFM1102,,Marche,Fermo,Amandola,,"Provincia di
Fermo",SP134,5.15,5.25,2,"Deformazioni ed avvallamenti del piano
viabile per ml 100.00. Rischio chiusura
carreggiata per aggravarsi delle attuali
condizioni",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Deformazioni ed avvallamenti
del piano viabile per ml 100.00. Rischio
chiusura carreggiata per aggravarsi delle
attuali condizioni",Rifacimento del corpo stradale.,Interventi di mitigazione del rischio residuo,"S.P. 134 ‐ Interventi di ripristino del
corpo stradale dal Km 5+150 al Km
5+250","443.850,00",20,60,5,,,,,,,,"443.850,00",,"443.850,00"
SPFM1201,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP42,4.04,4.05,2,"Deformazioni piano viabile e parziale
abbassamento con estesa fessura
trasversale per ml 100.00.",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Deformazioni ed avvallamenti
del piano viabile per ml 100.00.","Palificata con cordolo in testa in c.a. per
ml 100 complessivi. Installazione di
barriera di sicurezza per ml 100.
Rifacimento del corpo stradale. Opere
idrauliche.",Interventi di mitigazione del rischio residuo,"S.P. 42 ‐ Interventi di ripristino del corpo
stradale e realizzazione opere accessorie
e di sostegno dal Km 4+400 al Km 4+500","562.210,00",30,60,5,,,,,,,,"562.210,00",,"562.210,00"
SPFM1202,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP42,5.04,5.05,2,"Deformazioni piano viabile e parziale
abbassamento con estesa fessura
trasversale per ml 100.00.",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Deformazioni ed avvallamenti
del piano viabile per ml 100.00.","Palificata con cordolo in testa in c.a. per
ml 100 complessivi. Installazione di
barriera di sicurezza per ml 100.
Rifacimento del corpo stradale. Opere
idrauliche.",Interventi di mitigazione del rischio residuo,"S.P. 42 ‐ Interventi di ripristino del corpo
stradale e realizzazione opere accessorie
e di sostegno dal Km 5+400 al Km 5+500","562.210,00",30,60,5,,,,,,,,"562.210,00",,"562.210,00"
SPFM1301,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP166,1.35,1.05,2,"Abbassamento del corpo stradale e
dissesti diffusi per ml 100.00.",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Deformazioni ed avvallamenti
del piano viabile per ml 100.00.","Palificata con cordolo in testa in c.a. per
ml 100 complessivi. Installazione di
barriera di sicurezza per ml 100.
Rifacimento del corpo stradale. Opere
idrauliche.",Interventi di mitigazione del rischio residuo,"S.P. 166 ‐ Interventi di ripristino del
corpo stradale e realizzazione opere
accessorie e di sostegno dal Km 0+650 al
Km 1+050","369.875,00",20,45,5,,,,,,,,"369.875,00",,"369.875,00"
SPFM1302,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP166,3.35,3.05,2,"Abbassamento del corpo stradale e
dissesti diffusi per ml 100.00. Tombino
lesionato",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Abbassamento del corpo
stradale e dissesti diffusi per ml 100.00.
Tombino lesionato","Ricostruzione attraversamento e ricarica
generalizzata del piano viabile",Interventi di mitigazione del rischio residuo,"S.P. 166 ‐ Interventi di ripristino del
corpo stradale e realizzazione opere
accessorie e di sostegno dal Km 2+950 al
Km 3+050","73.975,00",5,20,5,"Palificata con cordolo in testa in c.a. per
ml 100 complessivi
Installazione di barriera di sicurezza per
ml 100
Opere idrauliche longitudinali e
trasversali",D,"S.P. 166 ‐ Lavori di realizzazione opere
accessorie e di sostegno dal Km 2+950 al
Km 3+050","3.100.000,00",30,150,5,"369.875,00",,"369.875,00"
SPFM1401,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP171,1,1.01,2,"Slittamento verso valle di una porzione
del piano viabile per ml 100.00.",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Slittamento verso valle di una
porzione del piano viabile per ml 100.00.","Soletta in c.a. poggiata su pali o doppia
fila micropali e parzialmente a sbalzo in
modo da ricostruire il piano viabile e
posizionamento di opere di protezione",Interventi di mitigazione del rischio residuo,"S.P. 171 ‐ Interventi di ripristino del
corpo stradale e realizzazione opere
accessorie e di sostegno dal Km 1+000 al
Km 1+100","887.700,00",30,60,5,,,,,,,,"887.700,00",,"887.700,00"
SPFM1402,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP171,1.45,1.55,2,"Senso unico alternato per slittamento di
parte del piano viabile per ml 100.00.
Rischio chiusura al traffico per eventuale
aggravamento delle condizioni",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Slittamento verso valle di una
porzione del piano viabile per ml 100.00.","Allungamento palificata già esistente a
valle. A monte necessario rafforzamento
corticale per la parete rocciosa ed
installazione barriere paramassi
elastiche. Il tratto in frana da monte con
materiale argilloso necessita di una
valutazione più approfondita degli
interventi",Interventi di mitigazione del rischio residuo,"S.P. 171 ‐ Interventi di ripristino del
corpo stradale e realizzazione opere
accessorie e di sostegno dal Km 1+450 al
Km 1+550","887.700,00",30,90,5,,,,,,,,"887.700,00",,"887.700,00"
SPFM1403,,Marche,Fermo,Santa Vittoria in Matenano,,"Provincia di
Fermo",SP171,2,2.01,2,"Slittamento verso valle di una porzione
del piano viabile per ml 100.00.",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"I danni non sono legati ai recenti eventi
sismici. Slittamento verso valle di una
porzione del piano viabile per ml 100.00.","Soletta in c.a. poggiata su pali o doppia
fila micropali e parzialmente a sbalzo in
modo da ricostruire il piano viabile e
posizionamento di opere di protezione",Interventi di mitigazione del rischio residuo,"S.P. 171 ‐ Interventi di ripristino del
corpo stradale e realizzazione opere
accessorie e di sostegno dal Km 2+000 al
Km 2+100","887.700,00",30,90,5,,,,,,,,"887.700,00",,"887.700,00"
SSMC0401,"S1MC04_E_
1701",Marche,Macerata,Serrapetrona,,Anas,SS77,65.33.00,72.23.00,1,Danneggiamento viadotto,Viabilità con ridotte condizioni di sicurezza,Aperta,Opere d'arte,"Rottura a taglio del baggiolo della pila n°
8;
Ammaloramenti generalizzati e diffusi
con carbonatazione dei calcestruzzi ed
espulsione del copriferro.","Demolizione e rifacimento dell’appoggio;
Fresatura e successiva realizzazione di
pavimentazione bituminosa;
Ripristino dei calcestruzzi;",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 77 ‐ Lavori di ripristino dei baggioli
danneggiati a causa del sisma 24 agosto
2016 e 30 ottobre 2016 del viadotto al
km 62+213","334.125,00",30,60,1,,,,,,,,"334.125,00",,"334.125,00"
SPMC0301,"P1MC03_E_
1701",Marche,Macerata,Treia,,"Provincia di
Macerata",SP11/7°,0.08,1.01,2,"Collegamento principale della frazione di
Piangiano con il comune di Treia",Viabilità con ridotte condizioni di sicurezza,Limitazioni,"Barriere e
protezioni","Aggravamento movimento franoso che
interessa la sede stradale per circa
300,00ml; deformazione e degradazioni
della sede stradale","Realizzaizone di interventi di
consolidamento del corpo stradale per il
recupero della livelletta longitudinale.
Realizzazione di materasso drenante,
fondazione e pavimentazione stradale.
Regimentazione acque superficiali con
tubazioni da collegare sul fondovalle",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 11/7° ‐ Interventi di ripristino del
corpo stradale e  di stabilizzazione
versanti a prog. km 0,8","887.700,00",30,60,2,,,,,,,,"887.700,00",,"887.700,00"
SPMC0401,,Marche,Macerata,Sarnano,,"Provincia di
Macerata",SP112,2.05,2.06,2,Edifici gravemente danneggiati,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Edilizia,"Edifici gravemente danneggiati localizzati
a ridosso della Provinciale a filo ciglio
bitumato.","Demolizione/messa in sicurezza edifici e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPMC0501,"P1MC05_E_
1701",Marche,Macerata,Penna San Giovanni,,"Provincia di
Macerata",SP113,0.03,0.38,1,"S.P. 113 ‐ S. Angelo in Pontano ‐ Monte
S. Martino di collegamento alla S.P. 45
ed alla provincia di Fermo. Dissesti del",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"Cedimento del corpo stradale per
fluidificazione del sottofondo per circa
80 m.","Realizzazione di opere di drenaggio con
materassi ed opportuno smaltimento
delle acque  a valle e a monte",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 113 ‐ Interventi di ripristino di Corpo
stradale a prog. km 0,3","103.565,00",15,30,1,,,,,,,,"103.565,00",,"103.565,00"
SPMC0701,,Marche,Macerata,Sarnano,,"Provincia di
Macerata",SP119,2.05,6.05,2,Edifici lesionati,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Edilizia,"Edificio lesionato al km 2+500 in loc.
Vecciola; Edificio lesionato al km 6+500","Demolizione/messa in sicurezza edifici e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPMC0702,,Marche,Macerata,Gualdo,,"Provincia di
Macerata",SP119,1.07,2.15,2,Edifici lesionati,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Edilizia,"Edificio danneggiato dal sisma. E’ in
prospicienza della strada che ha subito
un restringimento con barriera di
protezione realizzata in blocchi di
cemento.
Edificio con PT,1°P,2°P e sottotetto,
localizzato a circa 6‐7 ml dal ciglio
interessato.","Demolizione/messa in sicurezza edifici e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPMC0901,,Marche,Macerata,San Ginesio,,"Provincia di
Macerata",SP126,18.02,18.04,1,"Collegamento tra SP 45 e SP 77 in
prossimità del cimitero di S. Ginesio",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Edilizia,"Edifici lesionati in adiacenza alla stada in
corrispondenza del cimitero di S.Ginesio;
Restringimento di carreggiata per
parziali crolli della facciata di un edificio
di culto del secolo XVI","Demolizione/messa in sicurezza edifici e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPMC1001,"P1MC10_E_
1701",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP130,3.15,3.02,1,Frana del corpo stradale,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"frana scarpata di valle con
abbassamento del piano viabile , lesioni
pavimentazione e rigonfiamenti scarpata
di valle","palificata di contenimento della scarpata
di valle ed esecuzione di cordolo in testa,
rifacimento del corpo stradale, opere
idrauliche e installazione di barriera di
sicurezza;",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 130 ‐ Interventi di ripristino di Corpo
stradale a prog. km 3,15","177.540,00",30,60,1,,,,,,,,"177.540,00",,"177.540,00"
SPMC1002,"P1MC10_E_
1701",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP130,6.01,6.03,1,Frana del corpo stradale,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"frana scarpata di valle con
abbassamento del piano viabile , lesioni
pavimentazione e rigonfiamenti scarpata","Palificata di contenimento della scarpata
di valle ed esecuzione di cordolo in testa,
rifacimento del corpo stradale per ml",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 130 ‐ Interventi di ripristino di Corpo
stradale a prog. km 6,1","1.109.625,00",30,90,1,,,,,,,,"1.109.625,00",,"1.109.625,00"
SPMC1003,"P1MC10_E_
1701",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP130,7,7.05,1,Frana del corpo stradale,Viabilità con ridotte condizioni di sicurezza,Limitazioni,Corpo stradale,"Frana scarpata di valle con
abbassamento del piano viabile , lesioni
pavimentazione e rigonfiamenti scarpata
di valle","palificata di contenimento della scarpata
di valle ed esecuzione di cordolo in testa,
rifacimento del corpo stradale, opere
idrauliche e installazione di barriera di
sicurezza;",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 130 ‐ Interventi di ripristino di Corpo
stradale a prog. km 7","177.540,00",30,60,1,,,,,,,,"177.540,00",,"177.540,00"
SPMC1101,"P1MC11_E_
1701",Marche,Macerata,Ussita,,"Provincia di
Macerata",SP130b,1.01,1.08,1,Frana del corpo stradale,Viabilità con ridotte condizioni di sicurezza,Aperta,Corpo stradale,"Frana scarpata di valle con
abbassamento del piano viabile , lesioni
pavimentazione e rigonfiamenti scarpata","Palificata di contenimento della scarpata
di valle ed esecuzione di cordolo in testa,
rifacimento del corpo stradale, opere",Interventi di ripristino della viabilità interrotta,"S.P. 130/b ‐ Interventi di ripristino di
Corpo stradale a prog. km 1,1","443.850,00",20,45,1,,,,,,,,"443.850,00",,"443.850,00"
SPMC1201,"P1MC12_E_
1701",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP134,0.05,7.02,1,"Opere varie tra il Km 0+500 ed il Km
7+200 della S.P. 134 Visso‐
Castelsantangelo (MC)",Viabilità con ridotte condizioni di sicurezza,Limitazioni,"Barriere e
protezioni","Danneggiamento gabbionata di valle che
sostiene il corpo stradale a contatto con
l’alveo fluviale del Fiume Nera tra i km
0+500 e 1+000. Caduta massi diffusa e
pressoché costante sul piano viabile tra i
km 1+000 e 6+000. Danneggiamento
gabbionata di valle che sostiene il corpo
stradale a contatto con l’alveo del Fiume
Nera tra i km 5+700 e 5+800.
Danneggiamento gabbionate  di valle, in
tratti saltuari tra i km 1+800 e 4+600,
che sostengono il corpo stradale a
contatto con l’alveo del Fiume Nera.
Ruscellamento acque sul piano viabile
tra i km 7+050 e km 7+200.","Ripristino gabbionata di valle tra i km
0+500 e 1+000. Disgaggi, rafforzamento
corticale, reti paramassi, barriere
paramassi in tratti saltuari e ripristino
del piano viabile tra i km 1+000 e 6+000.
Ripristino gabbionata di valle tra i km
5+700 e 5+800. Ripristino gabbionata di
valle in tratti saltuari tra i km 1+800 e
4+600. Trincee drenanti e rifacimento
piano viabile tra i km 7+050 e 7+200",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 134 ‐ Interventi di stabilizzazione dei
versanti e ripristino del corpo stradale a
prog. km 0,5","9.616.750,00",60,320,1,,,,,,,,"9.616.750,00",,"9.616.750,00"
SPMC1301,"P1MC13_E_
1703",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP135,0.01,0.03,1,"Opera di Protezione del piano viabile dal
pericolo di caduta massi tra il Km 0+100
ed il Km 0+300 della S.P. 135 Visso‐
Ussita (MC)",Viabilità con ridotte condizioni di sicurezza,Limitazioni,"Barriere e
protezioni","Instabilità versanti rocciosi e caduta
massi in tratti saltuari (ad integrazione di
quanto rilevato post evento del 24/8 nel
tratto tra il Km 1+500 ed il Km 3+500);
dissesti del piano viabile, lesioni e
cedimenti delle scarpate di valle in tratti
saltuari; presenza di massi in carreggiata
e fratture diffuse della parete rocciosa di
monte con danneggiamento delle reti.","Pulizia e disgaggio dalla parete di massi
pericolanti",Interventi di ripristino della viabilità interrotta,"S.P. 135 ‐ Interventi urgenti di
Stabilizzazione versanti e ripristivo corpo
stradale a prog. km 0,1","73.975,00",5,30,1,"Prolungamento per ml 20.00 del muro
controripa esistente,  installazione di
barriera paramassi a pannelli di ml 20.00
sul muro, messa in opera di barriera
paramassi elastica ad alto assorbimento
per ml 40.00 ed installazione della rete
per rafforzamento corticale della parete
per mq 800 circa.",B,"S.P. 135 ‐ Interventi definitivi di
Stabilizzazione versanti e ripristivo corpo
stradale a prog. km 0,1","25.925,00",45,,1,"1.183.600,00",,"1.183.600,00"
SPMC1302,"P1MC13_E_
1702",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP135,0.45,0.51,1,"Muro di sottoscarpa al Km 0+450 sulla
S.P. 135 Visso‐Ussita (MC)",Viabilità con ridotte condizioni di sicurezza,Limitazioni,"Opere
complementari","Distacco longitudinale interfaccia tra i
due muri con evidenti lesioni e
cedimento del piano viabile","Realizzazione di un nuovo muro su
micropali disposti a quinconce, collegati
in testa da soletta in c.a. di dimensioni
opportune, posta al livello del p.v. e
traslata verso monte, rispetto al muro
esistente; messa in opera di barriera
protezione H2BP.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 135 ‐ Interventi di ripristino del
muro a prog. km 0+450","517.825,00",20,30,1,,,,,,,,"517.825,00",,"517.825,00"
SPMC1303,"P1MC13_E_
1701",Marche,Macerata,Castelsantangelo sul Nera,,"Provincia di
Macerata",SP135,0.35,0.05,1,"Interventi di consolidamento alla
galleria naturale al Km 0+350 della S.P.
135 Visso‐Ussita (MC)",Viabilità con ridotte condizioni di sicurezza,Limitazioni,Opere d'arte,"Fuoriuscita di acqua dal versante di
monte in prossimità del Km 3+500 e
della galleria naturale. Infiltrazioni di
acqua dalle lesioni diffuse sulla volta e
sui piedritti della sezione in galleria.","Interento di consolidamento galleria
naturale",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 135 ‐ Interventi di ripristino della
Galleria naturale a prog. km 0+350","591.800,00",20,30,1,,,,,,,,"591.800,00",,"591.800,00"
